plan_a,seed_a,split_a,plan_b,seed_b,split_b,K,distance_a,distance_b,relative_cost_gap,delta_frac,recovery_rate_a,recovery_rate_b,abs_recovery_gap,absorbed_customer_frac_a,absorbed_customer_frac_b,abs_absorbed_customer_gap,absorbed_workload_frac_a,absorbed_workload_frac_b,abs_absorbed_workload_gap
0,0,0,39,13,0,6,1224767.0,1226796.0,0.00165664163061219,0.1,0.0,0.0,0.0,0.10346581759625235,0.1570261437908497,0.053560326194597344,0.04963757109073563,0.08563670324661014,0.03599913215587451
0,0,0,39,13,0,6,1224767.0,1226796.0,0.00165664163061219,0.2,0.0,0.0,0.0,0.1314119455423803,0.17663398692810459,0.045222041385724276,0.06520590692491397,0.0940288122987852,0.02882290537387122
0,0,0,39,13,0,6,1224767.0,1226796.0,0.00165664163061219,0.4,0.0,0.0,0.0,0.18975991802078762,0.20032679738562095,0.010566879364833331,0.10151619784377548,0.10552175846840216,0.004005560624626675
0,0,0,42,14,0,6,1224767.0,1228634.0,0.003157335231925746,0.05,0.0,0.0,0.0,0.056657151222368606,0.12298245614035086,0.06632530491798225,0.018011579480703314,0.09201772877869734,0.07400614929799403
0,0,0,42,14,0,6,1224767.0,1228634.0,0.003157335231925746,0.1,0.0,0.0,0.0,0.10346581759625235,0.17286549707602336,0.069399679479771,0.04963757109073563,0.10027189228926738,0.05063432119853174
0,0,0,42,14,0,6,1224767.0,1228634.0,0.003157335231925746,0.2,0.0,0.0,0.0,0.1314119455423803,0.1826694186446508,0.051257473102270495,0.06520590692491397,0.10683335948167048,0.04162745255675651
0,0,0,42,14,0,6,1224767.0,1228634.0,0.003157335231925746,0.4,0.0,0.0,0.0,0.18975991802078762,0.1826694186446508,0.007090499376136816,0.10151619784377548,0.11077230729487414,0.009256109451098657
0,0,0,45,15,0,6,1224767.0,1224665.0,8.328808286347695e-05,0.05,0.0,0.0,0.0,0.056657151222368606,0.042488894871449724,0.014168256350918881,0.018011579480703314,0.008748076576616968,0.009263502904086346
0,0,0,45,15,0,6,1224767.0,1224665.0,8.328808286347695e-05,0.1,0.0,0.0,0.0,0.10346581759625235,0.05082222820478305,0.052643589391469306,0.04963757109073563,0.010672798561219193,0.03896477252951644
0,0,0,45,15,0,6,1224767.0,1224665.0,8.328808286347695e-05,0.2,0.0,0.0,0.0,0.1314119455423803,0.06787252658500471,0.0635394189573756,0.06520590692491397,0.021310501357912414,0.043895405567001555
0,0,0,45,15,0,6,1224767.0,1224665.0,8.328808286347695e-05,0.4,0.0,0.0,0.0,0.18975991802078762,0.06787252658500471,0.12188739143578291,0.10151619784377548,0.021310501357912414,0.08020569648586306
0,0,0,48,16,0,6,1224767.0,1229362.0,0.0037517340032838897,0.05,0.0,0.0,0.0,0.056657151222368606,0.0784939401644207,0.021836788942052092,0.018011579480703314,0.02712284122495959,0.009111261744256277
0,0,0,48,16,0,6,1224767.0,1229362.0,0.0037517340032838897,0.1,0.0,0.0,0.0,0.10346581759625235,0.09451224680057631,0.008953570795676047,0.04963757109073563,0.02704630962054323,0.022591261470192404
0,0,0,48,16,0,6,1224767.0,1229362.0,0.0037517340032838897,0.2,0.0,0.0,0.0,0.1314119455423803,0.10377150605983558,0.02764043948254473,0.06520590692491397,0.03134695750982187,0.033858949415092106
